ball_x,ball_y,ball_vx,ball_vy,paddle_direction,paddle_y,Ball.RADIUS,Paddle.L,Paddle.STEP,WIDTH,HEIGHT,BORDER,VELOCITY,FPS
494,195,12,-5,0,140,10,80,20,800,400,20,12,30
506,190,12,-5,0,140,10,80,20,800,400,20,12,30
518,185,12,-5,0,140,10,80,20,800,400,20,12,30
530,180,12,-5,0,140,10,80,20,800,400,20,12,30
542,175,12,-5,0,140,10,80,20,800,400,20,12,30
554,170,12,-5,0,140,10,80,20,800,400,20,12,30
566,165,12,-5,-1,140,10,80,20,800,400,20,12,30
578,160,12,-5,0,120,10,80,20,800,400,20,12,30
590,155,12,-5,0,120,10,80,20,800,400,20,12,30
602,150,12,-5,0,120,10,80,20,800,400,20,12,30
614,145,12,-5,0,120,10,80,20,800,400,20,12,30
626,140,12,-5,0,120,10,80,20,800,400,20,12,30
638,135,12,-5,-1,120,10,80,20,800,400,20,12,30
650,130,12,-5,0,100,10,80,20,800,400,20,12,30
662,125,12,-5,0,100,10,80,20,800,400,20,12,30
674,120,12,-5,0,100,10,80,20,800,400,20,12,30
686,115,12,-5,0,100,10,80,20,800,400,20,12,30
698,110,12,-5,-1,100,10,80,20,800,400,20,12,30
710,105,12,-5,0,80,10,80,20,800,400,20,12,30
722,100,12,-5,0,80,10,80,20,800,400,20,12,30
734,95,12,-5,0,80,10,80,20,800,400,20,12,30
746,90,12,-5,0,80,10,80,20,800,400,20,12,30
758,85,12,-5,0,80,10,80,20,800,400,20,12,30
770,80,12,-5,0,80,10,80,20,800,400,20,12,30
758,75,-12,-5,0,80,10,80,20,800,400,20,12,30
746,70,-12,-5,0,80,10,80,20,800,400,20,12,30
734,65,-12,-5,0,80,10,80,20,800,400,20,12,30
722,60,-12,-5,0,80,10,80,20,800,400,20,12,30
710,55,-12,-5,0,80,10,80,20,800,400,20,12,30
698,50,-12,-5,0,80,10,80,20,800,400,20,12,30
686,45,-12,-5,0,80,10,80,20,800,400,20,12,30
674,40,-12,-5,0,80,10,80,20,800,400,20,12,30
662,35,-12,-5,0,80,10,80,20,800,400,20,12,30
650,30,-12,-5,0,80,10,80,20,800,400,20,12,30
638,35,-12,5,0,80,10,80,20,800,400,20,12,30
626,40,-12,5,0,80,10,80,20,800,400,20,12,30
614,45,-12,5,0,80,10,80,20,800,400,20,12,30
602,50,-12,5,0,80,10,80,20,800,400,20,12,30
590,55,-12,5,0,80,10,80,20,800,400,20,12,30
578,60,-12,5,0,80,10,80,20,800,400,20,12,30
566,65,-12,5,0,80,10,80,20,800,400,20,12,30
554,70,-12,5,0,80,10,80,20,800,400,20,12,30
542,75,-12,5,0,80,10,80,20,800,400,20,12,30
530,80,-12,5,0,80,10,80,20,800,400,20,12,30
518,85,-12,5,0,80,10,80,20,800,400,20,12,30
506,90,-12,5,0,80,10,80,20,800,400,20,12,30
494,95,-12,5,0,80,10,80,20,800,400,20,12,30
482,100,-12,5,0,80,10,80,20,800,400,20,12,30
470,105,-12,5,0,80,10,80,20,800,400,20,12,30
458,110,-12,5,0,80,10,80,20,800,400,20,12,30
446,115,-12,5,0,80,10,80,20,800,400,20,12,30
434,120,-12,5,0,80,10,80,20,800,400,20,12,30
422,125,-12,5,0,80,10,80,20,800,400,20,12,30
410,130,-12,5,0,80,10,80,20,800,400,20,12,30
398,135,-12,5,0,80,10,80,20,800,400,20,12,30
386,140,-12,5,0,80,10,80,20,800,400,20,12,30
374,145,-12,5,0,80,10,80,20,800,400,20,12,30
362,150,-12,5,0,80,10,80,20,800,400,20,12,30
350,155,-12,5,0,80,10,80,20,800,400,20,12,30
338,160,-12,5,0,80,10,80,20,800,400,20,12,30
326,165,-12,5,0,80,10,80,20,800,400,20,12,30
314,170,-12,5,0,80,10,80,20,800,400,20,12,30
302,175,-12,5,0,80,10,80,20,800,400,20,12,30
290,180,-12,5,0,80,10,80,20,800,400,20,12,30
278,185,-12,5,0,80,10,80,20,800,400,20,12,30
266,190,-12,5,0,80,10,80,20,800,400,20,12,30
254,195,-12,5,0,80,10,80,20,800,400,20,12,30
242,200,-12,5,0,80,10,80,20,800,400,20,12,30
230,205,-12,5,0,80,10,80,20,800,400,20,12,30
218,210,-12,5,0,80,10,80,20,800,400,20,12,30
206,215,-12,5,0,80,10,80,20,800,400,20,12,30
194,220,-12,5,0,80,10,80,20,800,400,20,12,30
182,225,-12,5,0,80,10,80,20,800,400,20,12,30
170,230,-12,5,0,80,10,80,20,800,400,20,12,30
158,235,-12,5,0,80,10,80,20,800,400,20,12,30
146,240,-12,5,0,80,10,80,20,800,400,20,12,30
134,245,-12,5,0,80,10,80,20,800,400,20,12,30
122,250,-12,5,0,80,10,80,20,800,400,20,12,30
110,255,-12,5,0,80,10,80,20,800,400,20,12,30
98,260,-12,5,0,80,10,80,20,800,400,20,12,30
86,265,-12,5,0,80,10,80,20,800,400,20,12,30
74,270,-12,5,0,80,10,80,20,800,400,20,12,30
62,275,-12,5,0,80,10,80,20,800,400,20,12,30
50,280,-12,5,0,80,10,80,20,800,400,20,12,30
38,285,-12,5,0,80,10,80,20,800,400,20,12,30
50,290,12,5,0,80,10,80,20,800,400,20,12,30
62,295,12,5,0,80,10,80,20,800,400,20,12,30
74,300,12,5,0,80,10,80,20,800,400,20,12,30
86,305,12,5,0,80,10,80,20,800,400,20,12,30
98,310,12,5,0,80,10,80,20,800,400,20,12,30
110,315,12,5,0,80,10,80,20,800,400,20,12,30
122,320,12,5,0,80,10,80,20,800,400,20,12,30
134,325,12,5,0,80,10,80,20,800,400,20,12,30
146,330,12,5,0,80,10,80,20,800,400,20,12,30
158,335,12,5,0,80,10,80,20,800,400,20,12,30
170,340,12,5,0,80,10,80,20,800,400,20,12,30
182,345,12,5,0,80,10,80,20,800,400,20,12,30
194,350,12,5,0,80,10,80,20,800,400,20,12,30
206,355,12,5,0,80,10,80,20,800,400,20,12,30
218,360,12,5,0,80,10,80,20,800,400,20,12,30
230,365,12,5,0,80,10,80,20,800,400,20,12,30
242,370,12,5,1,80,10,80,20,800,400,20,12,30
254,365,12,-5,0,100,10,80,20,800,400,20,12,30
266,360,12,-5,0,100,10,80,20,800,400,20,12,30
278,355,12,-5,0,100,10,80,20,800,400,20,12,30
290,350,12,-5,0,100,10,80,20,800,400,20,12,30
302,345,12,-5,0,100,10,80,20,800,400,20,12,30
314,340,12,-5,1,100,10,80,20,800,400,20,12,30
326,335,12,-5,0,120,10,80,20,800,400,20,12,30
338,330,12,-5,0,120,10,80,20,800,400,20,12,30
350,325,12,-5,0,120,10,80,20,800,400,20,12,30
362,320,12,-5,1,120,10,80,20,800,400,20,12,30
374,315,12,-5,0,140,10,80,20,800,400,20,12,30
386,310,12,-5,0,140,10,80,20,800,400,20,12,30
398,305,12,-5,0,140,10,80,20,800,400,20,12,30
410,300,12,-5,0,140,10,80,20,800,400,20,12,30
422,295,12,-5,1,140,10,80,20,800,400,20,12,30
434,290,12,-5,0,160,10,80,20,800,400,20,12,30
446,285,12,-5,0,160,10,80,20,800,400,20,12,30
458,280,12,-5,0,160,10,80,20,800,400,20,12,30
470,275,12,-5,0,160,10,80,20,800,400,20,12,30
482,270,12,-5,1,160,10,80,20,800,400,20,12,30
494,265,12,-5,0,180,10,80,20,800,400,20,12,30
506,260,12,-5,0,180,10,80,20,800,400,20,12,30
518,255,12,-5,0,180,10,80,20,800,400,20,12,30
530,250,12,-5,0,180,10,80,20,800,400,20,12,30
542,245,12,-5,0,180,10,80,20,800,400,20,12,30
554,240,12,-5,0,180,10,80,20,800,400,20,12,30
566,235,12,-5,0,180,10,80,20,800,400,20,12,30
578,230,12,-5,0,180,10,80,20,800,400,20,12,30
590,225,12,-5,0,180,10,80,20,800,400,20,12,30
602,220,12,-5,0,180,10,80,20,800,400,20,12,30
614,215,12,-5,0,180,10,80,20,800,400,20,12,30
626,210,12,-5,0,180,10,80,20,800,400,20,12,30
638,205,12,-5,0,180,10,80,20,800,400,20,12,30
650,200,12,-5,0,180,10,80,20,800,400,20,12,30
662,195,12,-5,0,180,10,80,20,800,400,20,12,30
674,190,12,-5,0,180,10,80,20,800,400,20,12,30
686,185,12,-5,0,180,10,80,20,800,400,20,12,30
698,180,12,-5,0,180,10,80,20,800,400,20,12,30
710,175,12,-5,0,180,10,80,20,800,400,20,12,30
722,170,12,-5,0,180,10,80,20,800,400,20,12,30
734,165,12,-5,0,180,10,80,20,800,400,20,12,30
746,160,12,-5,0,180,10,80,20,800,400,20,12,30
758,155,12,-5,-1,180,10,80,20,800,400,20,12,30
770,150,12,-5,0,160,10,80,20,800,400,20,12,30
758,145,-12,-5,0,160,10,80,20,800,400,20,12,30
746,140,-12,-5,0,160,10,80,20,800,400,20,12,30
734,135,-12,-5,0,160,10,80,20,800,400,20,12,30
722,130,-12,-5,0,160,10,80,20,800,400,20,12,30
710,125,-12,-5,0,160,10,80,20,800,400,20,12,30
698,120,-12,-5,0,160,10,80,20,800,400,20,12,30
686,115,-12,-5,0,160,10,80,20,800,400,20,12,30
674,110,-12,-5,0,160,10,80,20,800,400,20,12,30
662,105,-12,-5,0,160,10,80,20,800,400,20,12,30
650,100,-12,-5,0,160,10,80,20,800,400,20,12,30
638,95,-12,-5,0,160,10,80,20,800,400,20,12,30
626,90,-12,-5,0,160,10,80,20,800,400,20,12,30
614,85,-12,-5,0,160,10,80,20,800,400,20,12,30
602,80,-12,-5,0,160,10,80,20,800,400,20,12,30
590,75,-12,-5,0,160,10,80,20,800,400,20,12,30
578,70,-12,-5,0,160,10,80,20,800,400,20,12,30
566,65,-12,-5,0,160,10,80,20,800,400,20,12,30
554,60,-12,-5,0,160,10,80,20,800,400,20,12,30
542,55,-12,-5,0,160,10,80,20,800,400,20,12,30
530,50,-12,-5,0,160,10,80,20,800,400,20,12,30
518,45,-12,-5,0,160,10,80,20,800,400,20,12,30
506,40,-12,-5,0,160,10,80,20,800,400,20,12,30
494,35,-12,-5,0,160,10,80,20,800,400,20,12,30
482,30,-12,-5,0,160,10,80,20,800,400,20,12,30
470,35,-12,5,0,160,10,80,20,800,400,20,12,30
458,40,-12,5,0,160,10,80,20,800,400,20,12,30
446,45,-12,5,0,160,10,80,20,800,400,20,12,30
434,50,-12,5,0,160,10,80,20,800,400,20,12,30
422,55,-12,5,0,160,10,80,20,800,400,20,12,30
410,60,-12,5,0,160,10,80,20,800,400,20,12,30
398,65,-12,5,0,160,10,80,20,800,400,20,12,30
386,70,-12,5,0,160,10,80,20,800,400,20,12,30
374,75,-12,5,0,160,10,80,20,800,400,20,12,30
362,80,-12,5,0,160,10,80,20,800,400,20,12,30
350,85,-12,5,0,160,10,80,20,800,400,20,12,30
338,90,-12,5,0,160,10,80,20,800,400,20,12,30
326,95,-12,5,0,160,10,80,20,800,400,20,12,30
314,100,-12,5,0,160,10,80,20,800,400,20,12,30
302,105,-12,5,0,160,10,80,20,800,400,20,12,30
290,110,-12,5,0,160,10,80,20,800,400,20,12,30
278,115,-12,5,0,160,10,80,20,800,400,20,12,30
266,120,-12,5,0,160,10,80,20,800,400,20,12,30
254,125,-12,5,0,160,10,80,20,800,400,20,12,30
242,130,-12,5,0,160,10,80,20,800,400,20,12,30
230,135,-12,5,0,160,10,80,20,800,400,20,12,30
218,140,-12,5,0,160,10,80,20,800,400,20,12,30
206,145,-12,5,0,160,10,80,20,800,400,20,12,30
194,150,-12,5,0,160,10,80,20,800,400,20,12,30
182,155,-12,5,0,160,10,80,20,800,400,20,12,30
170,160,-12,5,0,160,10,80,20,800,400,20,12,30
158,165,-12,5,0,160,10,80,20,800,400,20,12,30
146,170,-12,5,0,160,10,80,20,800,400,20,12,30
134,175,-12,5,0,160,10,80,20,800,400,20,12,30
122,180,-12,5,0,160,10,80,20,800,400,20,12,30
110,185,-12,5,0,160,10,80,20,800,400,20,12,30
98,190,-12,5,0,160,10,80,20,800,400,20,12,30
86,195,-12,5,0,160,10,80,20,800,400,20,12,30
74,200,-12,5,0,160,10,80,20,800,400,20,12,30
62,205,-12,5,0,160,10,80,20,800,400,20,12,30
50,210,-12,5,0,160,10,80,20,800,400,20,12,30
38,215,-12,5,0,160,10,80,20,800,400,20,12,30
50,220,12,5,0,160,10,80,20,800,400,20,12,30
62,225,12,5,0,160,10,80,20,800,400,20,12,30
74,230,12,5,0,160,10,80,20,800,400,20,12,30
86,235,12,5,0,160,10,80,20,800,400,20,12,30
98,240,12,5,0,160,10,80,20,800,400,20,12,30
110,245,12,5,0,160,10,80,20,800,400,20,12,30
122,250,12,5,0,160,10,80,20,800,400,20,12,30
134,255,12,5,0,160,10,80,20,800,400,20,12,30
146,260,12,5,0,160,10,80,20,800,400,20,12,30
158,265,12,5,0,160,10,80,20,800,400,20,12,30
170,270,12,5,0,160,10,80,20,800,400,20,12,30
182,275,12,5,0,160,10,80,20,800,400,20,12,30
194,280,12,5,0,160,10,80,20,800,400,20,12,30
206,285,12,5,0,160,10,80,20,800,400,20,12,30
218,290,12,5,0,160,10,80,20,800,400,20,12,30
230,295,12,5,0,160,10,80,20,800,400,20,12,30
242,300,12,5,0,160,10,80,20,800,400,20,12,30
254,305,12,5,0,160,10,80,20,800,400,20,12,30
266,310,12,5,0,160,10,80,20,800,400,20,12,30
278,315,12,5,0,160,10,80,20,800,400,20,12,30
290,320,12,5,0,160,10,80,20,800,400,20,12,30
302,325,12,5,0,160,10,80,20,800,400,20,12,30
314,330,12,5,0,160,10,80,20,800,400,20,12,30
326,335,12,5,0,160,10,80,20,800,400,20,12,30
338,340,12,5,0,160,10,80,20,800,400,20,12,30
350,345,12,5,0,160,10,80,20,800,400,20,12,30
362,350,12,5,0,160,10,80,20,800,400,20,12,30
374,355,12,5,0,160,10,80,20,800,400,20,12,30
386,360,12,5,0,160,10,80,20,800,400,20,12,30
398,365,12,5,0,160,10,80,20,800,400,20,12,30
410,370,12,5,0,160,10,80,20,800,400,20,12,30
422,365,12,-5,0,160,10,80,20,800,400,20,12,30
434,360,12,-5,1,160,10,80,20,800,400,20,12,30
446,355,12,-5,0,180,10,80,20,800,400,20,12,30
458,350,12,-5,0,180,10,80,20,800,400,20,12,30
470,345,12,-5,0,180,10,80,20,800,400,20,12,30
482,340,12,-5,0,180,10,80,20,800,400,20,12,30
494,335,12,-5,1,180,10,80,20,800,400,20,12,30
506,330,12,-5,0,200,10,80,20,800,400,20,12,30
518,325,12,-5,0,200,10,80,20,800,400,20,12,30
530,320,12,-5,0,200,10,80,20,800,400,20,12,30
542,315,12,-5,1,200,10,80,20,800,400,20,12,30
554,310,12,-5,0,220,10,80,20,800,400,20,12,30
566,305,12,-5,0,220,10,80,20,800,400,20,12,30
578,300,12,-5,0,220,10,80,20,800,400,20,12,30
590,295,12,-5,0,220,10,80,20,800,400,20,12,30
602,290,12,-5,0,220,10,80,20,800,400,20,12,30
614,285,12,-5,0,220,10,80,20,800,400,20,12,30
626,280,12,-5,0,220,10,80,20,800,400,20,12,30
638,275,12,-5,0,220,10,80,20,800,400,20,12,30
650,270,12,-5,0,220,10,80,20,800,400,20,12,30
662,265,12,-5,0,220,10,80,20,800,400,20,12,30
674,260,12,-5,0,220,10,80,20,800,400,20,12,30
686,255,12,-5,0,220,10,80,20,800,400,20,12,30
698,250,12,-5,0,220,10,80,20,800,400,20,12,30
710,245,12,-5,0,220,10,80,20,800,400,20,12,30
722,240,12,-5,0,220,10,80,20,800,400,20,12,30
734,235,12,-5,0,220,10,80,20,800,400,20,12,30
746,230,12,-5,0,220,10,80,20,800,400,20,12,30
758,225,12,-5,0,220,10,80,20,800,400,20,12,30
770,220,12,-5,0,220,10,80,20,800,400,20,12,30
758,215,-12,-5,0,220,10,80,20,800,400,20,12,30
746,210,-12,-5,0,220,10,80,20,800,400,20,12,30
734,205,-12,-5,0,220,10,80,20,800,400,20,12,30
722,200,-12,-5,0,220,10,80,20,800,400,20,12,30
710,195,-12,-5,0,220,10,80,20,800,400,20,12,30
698,190,-12,-5,0,220,10,80,20,800,400,20,12,30
686,185,-12,-5,0,220,10,80,20,800,400,20,12,30
674,180,-12,-5,0,220,10,80,20,800,400,20,12,30
662,175,-12,-5,0,220,10,80,20,800,400,20,12,30
650,170,-12,-5,0,220,10,80,20,800,400,20,12,30
638,165,-12,-5,0,220,10,80,20,800,400,20,12,30
626,160,-12,-5,0,220,10,80,20,800,400,20,12,30
614,155,-12,-5,0,220,10,80,20,800,400,20,12,30
602,150,-12,-5,0,220,10,80,20,800,400,20,12,30
590,145,-12,-5,0,220,10,80,20,800,400,20,12,30
578,140,-12,-5,0,220,10,80,20,800,400,20,12,30
566,135,-12,-5,0,220,10,80,20,800,400,20,12,30
554,130,-12,-5,0,220,10,80,20,800,400,20,12,30
542,125,-12,-5,0,220,10,80,20,800,400,20,12,30
530,120,-12,-5,0,220,10,80,20,800,400,20,12,30
518,115,-12,-5,0,220,10,80,20,800,400,20,12,30
506,110,-12,-5,0,220,10,80,20,800,400,20,12,30
494,105,-12,-5,0,220,10,80,20,800,400,20,12,30
482,100,-12,-5,0,220,10,80,20,800,400,20,12,30
470,95,-12,-5,0,220,10,80,20,800,400,20,12,30
458,90,-12,-5,0,220,10,80,20,800,400,20,12,30
446,85,-12,-5,0,220,10,80,20,800,400,20,12,30
434,80,-12,-5,0,220,10,80,20,800,400,20,12,30
422,75,-12,-5,0,220,10,80,20,800,400,20,12,30
410,70,-12,-5,0,220,10,80,20,800,400,20,12,30
398,65,-12,-5,0,220,10,80,20,800,400,20,12,30
386,60,-12,-5,0,220,10,80,20,800,400,20,12,30
374,55,-12,-5,0,220,10,80,20,800,400,20,12,30
362,50,-12,-5,0,220,10,80,20,800,400,20,12,30
350,45,-12,-5,0,220,10,80,20,800,400,20,12,30
338,40,-12,-5,0,220,10,80,20,800,400,20,12,30
326,35,-12,-5,0,220,10,80,20,800,400,20,12,30
314,30,-12,-5,0,220,10,80,20,800,400,20,12,30
302,35,-12,5,0,220,10,80,20,800,400,20,12,30
290,40,-12,5,0,220,10,80,20,800,400,20,12,30
278,45,-12,5,0,220,10,80,20,800,400,20,12,30
266,50,-12,5,0,220,10,80,20,800,400,20,12,30
254,55,-12,5,0,220,10,80,20,800,400,20,12,30
242,60,-12,5,0,220,10,80,20,800,400,20,12,30
230,65,-12,5,0,220,10,80,20,800,400,20,12,30
218,70,-12,5,0,220,10,80,20,800,400,20,12,30
206,75,-12,5,0,220,10,80,20,800,400,20,12,30
194,80,-12,5,0,220,10,80,20,800,400,20,12,30
182,85,-12,5,0,220,10,80,20,800,400,20,12,30
170,90,-12,5,0,220,10,80,20,800,400,20,12,30
158,95,-12,5,0,220,10,80,20,800,400,20,12,30
146,100,-12,5,0,220,10,80,20,800,400,20,12,30
134,105,-12,5,0,220,10,80,20,800,400,20,12,30
122,110,-12,5,0,220,10,80,20,800,400,20,12,30
110,115,-12,5,0,220,10,80,20,800,400,20,12,30
98,120,-12,5,0,220,10,80,20,800,400,20,12,30
86,125,-12,5,0,220,10,80,20,800,400,20,12,30
74,130,-12,5,0,220,10,80,20,800,400,20,12,30
62,135,-12,5,0,220,10,80,20,800,400,20,12,30
50,140,-12,5,0,220,10,80,20,800,400,20,12,30
38,145,-12,5,0,220,10,80,20,800,400,20,12,30
50,150,12,5,0,220,10,80,20,800,400,20,12,30
62,155,12,5,0,220,10,80,20,800,400,20,12,30
74,160,12,5,0,220,10,80,20,800,400,20,12,30
86,165,12,5,0,220,10,80,20,800,400,20,12,30
98,170,12,5,0,220,10,80,20,800,400,20,12,30
110,175,12,5,0,220,10,80,20,800,400,20,12,30
122,180,12,5,0,220,10,80,20,800,400,20,12,30
134,185,12,5,0,220,10,80,20,800,400,20,12,30
146,190,12,5,0,220,10,80,20,800,400,20,12,30
158,195,12,5,0,220,10,80,20,800,400,20,12,30
170,200,12,5,0,220,10,80,20,800,400,20,12,30
182,205,12,5,0,220,10,80,20,800,400,20,12,30
194,210,12,5,0,220,10,80,20,800,400,20,12,30
206,215,12,5,0,220,10,80,20,800,400,20,12,30
218,220,12,5,0,220,10,80,20,800,400,20,12,30
230,225,12,5,0,220,10,80,20,800,400,20,12,30
242,230,12,5,0,220,10,80,20,800,400,20,12,30
254,235,12,5,0,220,10,80,20,800,400,20,12,30
266,240,12,5,0,220,10,80,20,800,400,20,12,30
278,245,12,5,0,220,10,80,20,800,400,20,12,30
290,250,12,5,0,220,10,80,20,800,400,20,12,30
302,255,12,5,0,220,10,80,20,800,400,20,12,30
314,260,12,5,0,220,10,80,20,800,400,20,12,30
326,265,12,5,0,220,10,80,20,800,400,20,12,30
338,270,12,5,0,220,10,80,20,800,400,20,12,30
350,275,12,5,0,220,10,80,20,800,400,20,12,30
362,280,12,5,0,220,10,80,20,800,400,20,12,30
374,285,12,5,0,220,10,80,20,800,400,20,12,30
386,290,12,5,0,220,10,80,20,800,400,20,12,30
398,295,12,5,0,220,10,80,20,800,400,20,12,30
410,300,12,5,0,220,10,80,20,800,400,20,12,30
422,305,12,5,0,220,10,80,20,800,400,20,12,30
434,310,12,5,0,220,10,80,20,800,400,20,12,30
446,315,12,5,0,220,10,80,20,800,400,20,12,30
458,320,12,5,0,220,10,80,20,800,400,20,12,30
470,325,12,5,0,220,10,80,20,800,400,20,12,30
482,330,12,5,0,220,10,80,20,800,400,20,12,30
494,335,12,5,0,220,10,80,20,800,400,20,12,30
506,340,12,5,0,220,10,80,20,800,400,20,12,30
518,345,12,5,0,220,10,80,20,800,400,20,12,30
530,350,12,5,0,220,10,80,20,800,400,20,12,30
542,355,12,5,0,220,10,80,20,800,400,20,12,30
554,360,12,5,0,220,10,80,20,800,400,20,12,30
566,365,12,5,0,220,10,80,20,800,400,20,12,30
578,370,12,5,0,220,10,80,20,800,400,20,12,30
590,365,12,-5,0,220,10,80,20,800,400,20,12,30
602,360,12,-5,0,220,10,80,20,800,400,20,12,30
614,355,12,-5,0,220,10,80,20,800,400,20,12,30
626,350,12,-5,0,220,10,80,20,800,400,20,12,30
638,345,12,-5,0,220,10,80,20,800,400,20,12,30
650,340,12,-5,0,220,10,80,20,800,400,20,12,30
662,335,12,-5,0,220,10,80,20,800,400,20,12,30
674,330,12,-5,0,220,10,80,20,800,400,20,12,30
686,325,12,-5,0,220,10,80,20,800,400,20,12,30
698,320,12,-5,0,220,10,80,20,800,400,20,12,30
710,315,12,-5,0,220,10,80,20,800,400,20,12,30
722,310,12,-5,0,220,10,80,20,800,400,20,12,30
734,305,12,-5,0,220,10,80,20,800,400,20,12,30
746,300,12,-5,1,220,10,80,20,800,400,20,12,30
758,295,12,-5,0,240,10,80,20,800,400,20,12,30
770,290,12,-5,0,240,10,80,20,800,400,20,12,30
782,285,12,-5,0,240,10,80,20,800,400,20,12,30
770,274,-12,-11,1,240,10,80,20,800,400,20,12,30
758,263,-12,-11,0,260,10,80,20,800,400,20,12,30
746,252,-12,-11,0,260,10,80,20,800,400,20,12,30
734,241,-12,-11,0,260,10,80,20,800,400,20,12,30
722,230,-12,-11,0,260,10,80,20,800,400,20,12,30
710,219,-12,-11,0,260,10,80,20,800,400,20,12,30
698,208,-12,-11,0,260,10,80,20,800,400,20,12,30
686,197,-12,-11,0,260,10,80,20,800,400,20,12,30
674,186,-12,-11,0,260,10,80,20,800,400,20,12,30
662,175,-12,-11,0,260,10,80,20,800,400,20,12,30
650,164,-12,-11,0,260,10,80,20,800,400,20,12,30
638,153,-12,-11,0,260,10,80,20,800,400,20,12,30
626,142,-12,-11,0,260,10,80,20,800,400,20,12,30
614,131,-12,-11,0,260,10,80,20,800,400,20,12,30
602,120,-12,-11,0,260,10,80,20,800,400,20,12,30
590,109,-12,-11,0,260,10,80,20,800,400,20,12,30
578,98,-12,-11,0,260,10,80,20,800,400,20,12,30
566,87,-12,-11,0,260,10,80,20,800,400,20,12,30
554,76,-12,-11,0,260,10,80,20,800,400,20,12,30
542,65,-12,-11,0,260,10,80,20,800,400,20,12,30
530,54,-12,-11,0,260,10,80,20,800,400,20,12,30
518,43,-12,-11,0,260,10,80,20,800,400,20,12,30
506,32,-12,-11,0,260,10,80,20,800,400,20,12,30
494,43,-12,11,0,260,10,80,20,800,400,20,12,30
482,54,-12,11,0,260,10,80,20,800,400,20,12,30
470,65,-12,11,0,260,10,80,20,800,400,20,12,30
458,76,-12,11,0,260,10,80,20,800,400,20,12,30
446,87,-12,11,0,260,10,80,20,800,400,20,12,30
434,98,-12,11,0,260,10,80,20,800,400,20,12,30
422,109,-12,11,0,260,10,80,20,800,400,20,12,30
410,120,-12,11,0,260,10,80,20,800,400,20,12,30
398,131,-12,11,0,260,10,80,20,800,400,20,12,30
386,142,-12,11,0,260,10,80,20,800,400,20,12,30
374,153,-12,11,0,260,10,80,20,800,400,20,12,30
362,164,-12,11,0,260,10,80,20,800,400,20,12,30
350,175,-12,11,0,260,10,80,20,800,400,20,12,30
338,186,-12,11,0,260,10,80,20,800,400,20,12,30
326,197,-12,11,0,260,10,80,20,800,400,20,12,30
314,208,-12,11,0,260,10,80,20,800,400,20,12,30
302,219,-12,11,0,260,10,80,20,800,400,20,12,30
290,230,-12,11,0,260,10,80,20,800,400,20,12,30
278,241,-12,11,0,260,10,80,20,800,400,20,12,30
266,252,-12,11,0,260,10,80,20,800,400,20,12,30
254,263,-12,11,0,260,10,80,20,800,400,20,12,30
242,274,-12,11,0,260,10,80,20,800,400,20,12,30
230,285,-12,11,0,260,10,80,20,800,400,20,12,30
218,296,-12,11,0,260,10,80,20,800,400,20,12,30
206,307,-12,11,0,260,10,80,20,800,400,20,12,30
194,318,-12,11,0,260,10,80,20,800,400,20,12,30
182,329,-12,11,0,260,10,80,20,800,400,20,12,30
170,340,-12,11,0,260,10,80,20,800,400,20,12,30
158,351,-12,11,0,260,10,80,20,800,400,20,12,30
146,362,-12,11,0,260,10,80,20,800,400,20,12,30
134,351,-12,-11,0,260,10,80,20,800,400,20,12,30
122,340,-12,-11,0,260,10,80,20,800,400,20,12,30
110,329,-12,-11,0,260,10,80,20,800,400,20,12,30
98,318,-12,-11,0,260,10,80,20,800,400,20,12,30
86,307,-12,-11,0,260,10,80,20,800,400,20,12,30
74,296,-12,-11,0,260,10,80,20,800,400,20,12,30
62,285,-12,-11,0,260,10,80,20,800,400,20,12,30
50,274,-12,-11,0,260,10,80,20,800,400,20,12,30
38,263,-12,-11,0,260,10,80,20,800,400,20,12,30
50,252,12,-11,0,260,10,80,20,800,400,20,12,30
62,241,12,-11,0,260,10,80,20,800,400,20,12,30
74,230,12,-11,0,260,10,80,20,800,400,20,12,30
86,219,12,-11,0,260,10,80,20,800,400,20,12,30
98,208,12,-11,0,260,10,80,20,800,400,20,12,30
110,197,12,-11,0,260,10,80,20,800,400,20,12,30
122,186,12,-11,0,260,10,80,20,800,400,20,12,30
134,175,12,-11,0,260,10,80,20,800,400,20,12,30
146,164,12,-11,0,260,10,80,20,800,400,20,12,30
158,153,12,-11,0,260,10,80,20,800,400,20,12,30
170,142,12,-11,0,260,10,80,20,800,400,20,12,30
182,131,12,-11,0,260,10,80,20,800,400,20,12,30
194,120,12,-11,0,260,10,80,20,800,400,20,12,30
206,109,12,-11,0,260,10,80,20,800,400,20,12,30
218,98,12,-11,0,260,10,80,20,800,400,20,12,30
230,87,12,-11,0,260,10,80,20,800,400,20,12,30
242,76,12,-11,0,260,10,80,20,800,400,20,12,30
254,65,12,-11,0,260,10,80,20,800,400,20,12,30
266,54,12,-11,-1,260,10,80,20,800,400,20,12,30
278,43,12,-11,0,240,10,80,20,800,400,20,12,30
290,32,12,-11,0,240,10,80,20,800,400,20,12,30
302,43,12,11,0,240,10,80,20,800,400,20,12,30
314,54,12,11,0,240,10,80,20,800,400,20,12,30
326,65,12,11,-1,240,10,80,20,800,400,20,12,30
338,76,12,11,0,220,10,80,20,800,400,20,12,30
350,87,12,11,0,220,10,80,20,800,400,20,12,30
